ISSID,Province,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,Latitude,Longitude,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,type,type_id,Violent_or_violent,violent,Rangecode,Reasonforprotest
40,5,North West - Rustenburg,0,1,Rustenburg,Marikana,NW - Marikana,"-25.682994,27.535429",-25.682994,27.535429,Do not know,Do not know,03/04/2013,03/05/2013,1,Labour related,4,Peaceful,0,5,"The strike was led by members of the militant Association of Mineworkers and Construction Union (AMCU), who were demanding the closure of the offices of the rival National Union of Mineworkers on the grounds that it is no longer the largest body representing workers there."
80,5,North West - City of Matlosana,0,1,Klerksdorp,Klerksdorp,NW - Klerksdorp,"-26.85838,26.667252",-26.85838,26.667252,Bram Fischer Street,Oliver Tambo Street,03/04/2013,03/04/2013,1,Crime related,1,Peaceful,0,3,ANC members sang and danced outside the Klerksdorp Magistrates’ Court in opposition to bail for eight men accused of killing North West ANC official Obuti Chika.
29,6,KwaZulu Natal - eThekwini,1,0,Durban,Durban University of technology,KZN - Durban Central,"-29.849354,31.010284",-29.849354,31.010283,Chancelor Ave,Chancelor Ave,03/05/2013,03/07/2013,1,Labour related,4,Peaceful,0,5,"Unions representing administration and academic staff in the week-long strike over a salary increase, accused university management of deploying security guards in riot gear to block protesters from picketing. Staff at the Pietermaritzburg campuses have also join the strike."
124,5,North West - Rustenburg,0,0,Rustenburg,"Marikana, Lonmin Mine",NW - Marikana,"-25.667966,27.52325",-25.667966,27.52325,Not applicable,Not applicable,03/05/2013,03/05/2013,0,Labour related,4,Violent,1,5,"Miners returned to work today at platinum producer Lonmin's Marikana mine, ending a one-day illegal stoppage, The strike was led by members of the militant Association of Mineworkers and Construction Union (AMCU), who were demanding the closure of the offices of the rival National Union of Mineworkers on the grounds that it is no longer the largest body representing workers there."
27,3,Gauteng - Ekurhuleni,1,0,East Rand,Daveyton,GP - Daveyton,"-26.138265,28.424624",-26.138265,28.424624,Do not know,Do not know,03/06/2013,03/06/2013,1,Crime related,1,Violent,1,5,Crowd protested at the Benoni Magistrate's Court ahead of the expected first public appearance of eight policemen charged over the death of a taxi driver
32,8,Limpopo - Polokwane,0,0,Polokwane,Polokwane,LP - Polokwane,"-23.899274,29.454112",-23.899273,29.454112,Excelsior Street,133 Biccard Street,03/06/2013,03/06/2013,0,Labour related,4,Peaceful,0,4,Following are reasons for SADTU's pickets and protests: Dismiss the Department of Basic Education Director General Mr. Bobby Soobrayan as he collapsed Collective Bargaining and is inefficient to run Department of Education; Pay Grade 12 markers; Reinstate the rural allowance; Pay schools the money for norms and standards; Pay teachers money for last year Grade 10 catch-up programme; Distribution of textbook to all deserving schools.
46,2,Free State - Moqhaka,0,1,Viljoenskroon,Rammolutsi informal settlement,FS - Viljoenskroon,"-27.189457,26.955001",-27.189457,26.955,Not applicable,Not applicable,03/06/2013,03/06/2013,0,Service delivery,9,Peaceful,0,5,"Community protest against corruption, political nepotism, poor service delivery and the intransigence of their local government – Moqhaka Municipality."
74,8,Limpopo - Vhembe,0,1,Makhado,Levubu,LP - Levubu,"-23.114228,30.213806",-23.114228,30.213806,Punda Maria,Punda Maria,03/07/2013,03/07/2013,-1,Labour related,4,Peaceful,0,5,"The workers, who are all employed by the Masakona Community Property Association (CPA), claimed that they had not been paid since December. As a result, they say, they had to start borrowing from a matshonise to make ends meet. At an interest rate of 50%, all their funds were quickly tapped dry."
385,7,Mpumalanga - Bushbuckridge,0,1,Bushbuckridge,Buyisonto,MP - Bushbuckridge,"-24.775849,31.133998",-24.775849,31.133997,Not applicable,Not applicable,03/07/2013,03/07/2013,0,Service delivery,9,Violent,1,5,"The community of Buyisonto, Nkanini woke up to the surprise of their life when they were served with eviction letters by contractors and their houses were demolished in front of them. Malope told Bushbuckridge news that they didn’t know about the evictions they were just surprised when they saw the fork lifter waiting to bring their house to the ground."
8,1,Eastern Cape - Buffalo City,0,0,East London,North End stadium,EC - East London,"-32.981832,27.874366",-32.981831,27.874365,Main Road,Windermere Road,03/08/2013,03/08/2013,0,Crime related,1,Peaceful,0,5,"International women's day, members of Cosatu picket and hand over memorandum to MECs of Justice (Regional Director) and Safety and Liaison (MEC Helen Sauls-August), in the fight against gender-based violence. We will be vocal in campaigning for a country that is free from the rape and murder of innocent women and children."
33,8,Limpopo - Modimolle,0,1,Modimolle,Modimolle Regional Court,LP - Modimolle,"-24.699532,28.406159",-24.699532,28.406158,Thabo Mbeki Dr,Thabo Mbeki Dr,03/08/2013,03/08/2013,0,Crime related,1,Violent,1,5,Cosatu women picket to fight against gender-based violence. We will be vocal in campaigning for a country that is free from the rape and murder of innocent women and children.
69,6,KwaZulu Natal - eThekwini,1,0,Durban,Durban department of education building,KZN - Durban Central,"-29.850173,31.030405",-29.850173,31.030404,Stalwart Simelane Street,Stalwart Simelane Street,03/08/2013,03/08/2013,0,Labour related,4,Peaceful,0,3,SA Democratic Teachers' Union (Sadtu) provincial secretary Mbuyiseni Mathonsi said Basic Education Minister Angie Motshekga had not carried out her mandate.
538,5,North West - Mafikeng,0,0,Mafikeng,Moses Kotane court - Mafikeng,NW - Mafikeng,"-25.854744,25.640002",-25.854744,25.640001,R503,Main street,03/08/2013,03/08/2013,0,Crime related,1,Peaceful,0,5,Women picket place in the fight against gender-based violence.
72,8,Limpopo - Lephalale,0,1,Lephalale,Grootegeluk mine,LP - Lephalale,"-23.657964,27.52086",-23.657964,27.520859,Not applicable,Not applicable,03/09/2013,03/15/2013,1,Labour related,4,Peaceful,0,3,Mass strike action over the nonpayment of performance bonuses
76,7,Mpumalanga - Emalahleni,0,1,Emalahleni,"Matla and Arnot coal mines, Leeuwpan and Inyanda coal mines",MP - Witbank,"-25.859744,29.217959",-25.859743,29.217959,Not applicable,Not applicable,03/09/2013,03/14/2013,1,Labour related,4,Peaceful,0,2,Mass strike action over the nonpayment of performance bonuses
537,6,KwaZulu Natal - eThekwini,1,0,Durban,Umlazi - King Zwelithini Stadium,KZN - Umlazi,"-29.970662,30.900473",-29.970662,30.900473,Mangosuthu Highway,Ntonto zulu drive,03/09/2013,03/09/2013,0,Crime related,1,Peaceful,0,5,Funeral of the 8yr old who was raped and killed
24,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg CBD,GP - Johannesburg Central,"-26.207179,28.031611",-26.207179,28.031611,Hubbert Street,Main reef road,03/11/2013,03/11/2013,0,Labour related,4,Peaceful,0,5,Sex workers marched in the Joburg CBD calling for the legalisation of prostitution. Outlining deep bitterness about how cops demand free sex and steal their money.
25,3,Gauteng - City of Johannesburg,1,1,Johannesburg,"Thabo Mbeki Village, Lion Park Informal Settlement",GP - Honeydew,"-26.015357,27.934908",-26.015357,27.934908,Malibongwe Drive,Malibongwe Drive,03/11/2013,03/11/2013,1,Service delivery,9,Violent,1,5,"Basic services, as well as some political differences within the community, the community demands electricity in the informal settlement, to also reduce inter alia; that took place due to darkness as well as shack fires. So far one person was murdered during the violent protests by residents."
36,7,Mpumalanga - Albert Luthuli,0,0,Epuluzi,Mayflower,MP - Mayflower,"-26.316498,30.750132",-26.316497,30.750132,Not applicable,Not applicable,03/11/2013,03/12/2013,0,Service delivery,9,Violent,1,5,"Protesters were allegedly dissatisfied with the ""imposed troublesome local councilor who preferred to employ his friends and relatives"". Protesters further claimed that the local roads were not graded, except when there was a funeral for certain families. Grader, water tanker, van and truck and building were destroyed. 16-year-old was allegedly shot on by police who were trying to disperse community members protesting in the area"
47,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg CBD,GP - Johannesburg Central,"-26.204673,28.039856",-26.204673,28.039856,Market St,Simmonds St,03/11/2013,03/12/2013,0,Labour related,4,Peaceful,0,4,"Salaries were the main issue, and with the industry located all over the country it was difficult for IMQAS, as an industry organisation, to talk to the industry collectively. It was having to negotiate individually."
52,3,Gauteng - City of Johannesburg,1,0,Johannesburg,"Cosmo City, Malibongwe Drive",GP - Cosmo City,"-26.016723,27.939758",-26.016722,27.939758,Malibongwe Drive,Malibongwe Drive,03/11/2013,03/11/2013,0,Service delivery,9,Violent,1,5,It was unclear what the protests were about.
53,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Diepsloot,GP - Cosmo City,"-25.933908,28.012499",-25.933907,28.012498,N14,N14,03/11/2013,03/11/2013,0,Service delivery,9,Violent,1,5,It was unclear what the protests were about.
68,6,KwaZulu Natal - eThekwini,1,0,Durban,"University of KwaZulu-Natal, Durban campus",KZN - Durban Central,"-29.867027,30.980768",-29.867027,30.980768,Anniversary Rd,Anniversary Rd,03/11/2013,03/13/2013,1,Service delivery,9,Violent,1,5,About 500 students were reportedly left without accommodation after being forced to check out of the Coastlands Hotel to make way for a long-standing booking. Lectures were disrupted on Wednesday and a student was hit on the head with a brick.
9,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Walter Sisulu University,EC - New Brighton,"-31.896388,26.883298",-31.896388,26.883298,College street,Don't know,03/12/2013,03/14/2013,1,Labour related,4,Violent,1,3,"Protesters said they had many grievances with the institution, the main ones being salary increases and absorbing contract workers, some of whom had worked for institution since 2008. Walter Sisulu University (WSU) staff members went on the rampage yesterday, burning tyres at the College Street and Chislehurst campuses in protest actions as part of a strike action. The protesters included staff from Butterworth’s Ibika campus and the Buffalo City campus"
26,3,Gauteng - Ekurhuleni,1,0,Alberton,Alberton,GP - Alberton,"-26.266666,28.121296",-26.266666,28.121296,Do not know,Do not know,03/12/2013,03/12/2013,0,Crime related,1,Peaceful,0,5,"During a crime awareness meeting held at the Alberton Civic Centre on Tuesday evening, motorists and residents raised their concerns over kneeling beggars at traffic lights in the area. They question what the police are doing to get rid of these beggars. Besides the nuisance caused by them begging at intersections, motorists fear they might knock them over and kill them, in which case they would be arrested, facing charges of culpable homicide."
48,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Zandspruit informal setlement,GP - Cosmo City,"-26.010191,27.940963",-26.01019,27.940963,Malibongwe Drive,Malibongwe Drive,03/12/2013,03/12/2013,0,Crime related,1,Violent,1,3,"Residents protested against crime in Zandspruit following the murder of a local resident the day before, they took a stand against crime, rape and the so-called killing spree in the area."
84,5,North West - Rustenburg,0,0,Rustenburg,"Rustenburg, Kleinkopje colliery thermal coal mine",NW - Rustenburg,"-25.659037,27.246419",-25.659037,27.246418,Do not know,Do not know,03/12/2013,03/12/2013,0,Labour related,4,Peaceful,0,3,"Both the National Union of Mineworkers and new union Association of Mineworkers and Construction Union said they knew nothing about the strike. The Anglo strike comes after four coal mines owned by Exxaro Resources Ltd. (EXX.JO) have been on strike for the past few days over a bonus dispute, the company said"
99,9,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha,WC - Khayelitsha,"-34.040247,18.677782",-34.040247,18.677782,Phakamani st,Phakamani st,03/12/2013,03/12/2013,0,Vigilantism,7,Violent,1,4,"26 year old Khayelitsha man was burnt to death in a vigilante killing, After he was caught by residents for allegedly trying to mug two women on their way to work."
101,9,Western Cape - City of Cape Town,1,0,Cape Town,Du Noon,WC - Milnerton,"-33.81777,18.541696",-33.81777,18.541696,Nyamakazi Street ,Dumani Road ,03/12/2013,03/19/2013,0,Vigilantism,7,Violent,1,5,"After having been forced to demolish their homes under the watchful eye of the police, irate Du Noon residents set fire to the church responsible for obtaining the eviction order to force the 23 families off the churches’ land they were illegally occupying."
605,6,KwaZulu Natal - uThukela,0,0,Escourt,Escourt,KZN - Escourt,"-29.025103,29.774467",-29.025103,29.774467,Wembezi Township,Don't know,03/12/2013,04/12/2013,0,Election related,3,Violent,1,5,"S’bu Majola, an ANC branch chairman, was gunned down, allegedly by political rivals, outside his home on Saturday afternoon. Dlamini believes there is a link between the murder and the tension between NFP and ANC councillors at the uMtshezi and Imbabazane municipalities."
